query,intent
컬럼 알려줄래,1
컬럼 설명해줘,1
컬럼 설명 부탁드립니다,1
컬럼 설명,1
컬럼에 대해 궁금합니다,1
컬럼에 대해 알고 싶습니다,1
컬럼에 대해 궁금해,1
컬럼에 대해 알려줘,1
컬럼에 대해 알려줄래,1
컬럼에 대해 설명해줘,1
컬럼에 대해 설명 부탁드립니다,1
컬럼에 대해 설명,1
idx,1
idx 궁금합니다,1
idx 알고 싶습니다,1
idx 궁금해,1
idx 알려줘,1
idx 알려줄래,1
idx 설명해줘,1
idx 설명 부탁드립니다,1
idx 설명,1
idx에 대해 궁금합니다,1
idx에 대해 알고 싶습니다,1
idx에 대해 궁금해,1
idx에 대해 알려줘,1
idx에 대해 알려줄래,1
idx에 대해 설명해줘,1
idx에 대해 설명 부탁드립니다,1
idx에 대해 설명,1
Yes,1
Yes 궁금합니다,1
Yes 알고 싶습니다,1
Yes 궁금해,1
Yes 알려줘,1
Yes 알려줄래,1
Yes 설명해줘,1
Yes 설명 부탁드립니다,1
Yes 설명,1
Yes에 대해 궁금합니다,1
Yes에 대해 알고 싶습니다,1
Yes에 대해 궁금해,1
Yes에 대해 알려줘,1
Yes에 대해 알려줄래,1
Yes에 대해 설명해줘,1
Yes에 대해 설명 부탁드립니다,1
Yes에 대해 설명,1
ASC,1
ASC 궁금합니다,1
ASC 알고 싶습니다,1
ASC 궁금해,1
ASC 알려줘,1
ASC 알려줄래,1
ASC 설명해줘,1
ASC 설명 부탁드립니다,1
ASC 설명,1
ASC에 대해 궁금합니다,1
ASC에 대해 알고 싶습니다,1
ASC에 대해 궁금해,1
ASC에 대해 알려줘,1
ASC에 대해 알려줄래,1
ASC에 대해 설명해줘,1
ASC에 대해 설명 부탁드립니다,1
ASC에 대해 설명,1
student,1
student 궁금합니다,1
student 알고 싶습니다,1
student 궁금해,1
student 알려줘,1
student 알려줄래,1
student 설명해줘,1
student 설명 부탁드립니다,1
student 설명,1
student에 대해 궁금합니다,1
student에 대해 알고 싶습니다,1
student에 대해 궁금해,1
student에 대해 알려줘,1
student에 대해 알려줄래,1
student에 대해 설명해줘,1
student에 대해 설명 부탁드립니다,1
student에 대해 설명,1
subject,1
subject 궁금합니다,1
subject 알고 싶습니다,1
subject 궁금해,1
subject 알려줘,1
subject 알려줄래,1
subject 설명해줘,1
subject 설명 부탁드립니다,1
subject 설명,1
subject에 대해 궁금합니다,1
subject에 대해 알고 싶습니다,1
subject에 대해 궁금해,1
subject에 대해 알려줘,1
subject에 대해 알려줄래,1
subject에 대해 설명해줘,1
subject에 대해 설명 부탁드립니다,1
subject에 대해 설명,1
Story,1
Story 궁금합니다,1
Story 알고 싶습니다,1
Story 궁금해,1
Story 알려줘,1
Story 알려줄래,1
Story 설명해줘,1
Story 설명 부탁드립니다,1
Story 설명,1
Story에 대해 궁금합니다,1
Story에 대해 알고 싶습니다,1
Story에 대해 궁금해,1
Story에 대해 알려줘,1
Story에 대해 알려줄래,1
Story에 대해 설명해줘,1
Story에 대해 설명 부탁드립니다,1
Story에 대해 설명,1
Board,1
Board 궁금합니다,1
Board 알고 싶습니다,1
Board 궁금해,1
Board 알려줘,1
Board 알려줄래,1
Board 설명해줘,1
Board 설명 부탁드립니다,1
Board 설명,1
Board에 대해 궁금합니다,1
Board에 대해 알고 싶습니다,1
Board에 대해 궁금해,1
Board에 대해 알려줘,1
Board에 대해 알려줄래,1
Board에 대해 설명해줘,1
Board에 대해 설명 부탁드립니다,1
Board에 대해 설명,1
집필,1
집필 궁금합니다,1
집필 알고 싶습니다,1
집필 궁금해,1
집필 알려줘,1
집필 알려줄래,1
집필 설명해줘,1
집필 설명 부탁드립니다,1
집필 설명,1
집필에 대해 궁금합니다,1
집필에 대해 알고 싶습니다,1
집필에 대해 궁금해,1
집필에 대해 알려줘,1
집필에 대해 알려줄래,1
집필에 대해 설명해줘,1
집필에 대해 설명 부탁드립니다,1
집필에 대해 설명,1
러,1
러 궁금합니다,1
러 알고 싶습니다,1
러 궁금해,1
러 알려줘,1
러 알려줄래,1
러 설명해줘,1
러 설명 부탁드립니다,1
러 설명,1
러에 대해 궁금합니다,1
러에 대해 알고 싶습니다,1
러에 대해 궁금해,1
러에 대해 알려줘,1
러에 대해 알려줄래,1
러에 대해 설명해줘,1
러에 대해 설명 부탁드립니다,1
러에 대해 설명,1
작성일,1
작성일 궁금합니다,1
작성일 알고 싶습니다,1
작성일 궁금해,1
작성일 알려줘,1
작성일 알려줄래,1
작성일 설명해줘,1
작성일 설명 부탁드립니다,1
작성일 설명,1
작성일에 대해 궁금합니다,1
작성일에 대해 알고 싶습니다,1
작성일에 대해 궁금해,1
작성일에 대해 알려줘,1
작성일에 대해 알려줄래,1
작성일에 대해 설명해줘,1
작성일에 대해 설명 부탁드립니다,1
작성일에 대해 설명,1
시퀀스,1
시퀀스 궁금합니다,1
시퀀스 알고 싶습니다,1
시퀀스 궁금해,1
시퀀스 알려줘,1
시퀀스 알려줄래,1
시퀀스 설명해줘,1
시퀀스 설명 부탁드립니다,1
시퀀스 설명,1
시퀀스에 대해 궁금합니다,1
시퀀스에 대해 알고 싶습니다,1
시퀀스에 대해 궁금해,1
시퀀스에 대해 알려줘,1
시퀀스에 대해 알려줄래,1
시퀀스에 대해 설명해줘,1
시퀀스에 대해 설명 부탁드립니다,1
시퀀스에 대해 설명,1
가상,1
가상 궁금합니다,1
가상 알고 싶습니다,1
가상 궁금해,1
가상 알려줘,1
가상 알려줄래,1
가상 설명해줘,1
가상 설명 부탁드립니다,1
가상 설명,1
가상에 대해 궁금합니다,1
가상에 대해 알고 싶습니다,1
가상에 대해 궁금해,1
가상에 대해 알려줘,1
가상에 대해 알려줄래,1
가상에 대해 설명해줘,1
가상에 대해 설명 부탁드립니다,1
가상에 대해 설명,1
Virtual,1
Virtual 궁금합니다,1
Virtual 알고 싶습니다,1
Virtual 궁금해,1
Virtual 알려줘,1
Virtual 알려줄래,1
Virtual 설명해줘,1
Virtual 설명 부탁드립니다,1
Virtual 설명,1
Virtual에 대해 궁금합니다,1
Virtual에 대해 알고 싶습니다,1
Virtual에 대해 궁금해,1
Virtual에 대해 알려줘,1
Virtual에 대해 알려줄래,1
Virtual에 대해 설명해줘,1
Virtual에 대해 설명 부탁드립니다,1
Virtual에 대해 설명,1
뿐,1
뿐 궁금합니다,1
뿐 알고 싶습니다,1
뿐 궁금해,1
뿐 알려줘,1
뿐 알려줄래,1
뿐 설명해줘,1
뿐 설명 부탁드립니다,1
뿐 설명,1
뿐에 대해 궁금합니다,1
뿐에 대해 알고 싶습니다,1
뿐에 대해 궁금해,1
뿐에 대해 알려줘,1
뿐에 대해 알려줄래,1
뿐에 대해 설명해줘,1
뿐에 대해 설명 부탁드립니다,1
뿐에 대해 설명,1
자체,1
자체 궁금합니다,1
자체 알고 싶습니다,1
자체 궁금해,1
자체 알려줘,1
자체 알려줄래,1
자체 설명해줘,1
자체 설명 부탁드립니다,1
자체 설명,1
자체에 대해 궁금합니다,1
자체에 대해 알고 싶습니다,1
자체에 대해 궁금해,1
자체에 대해 알려줘,1
자체에 대해 알려줄래,1
자체에 대해 설명해줘,1
자체에 대해 설명 부탁드립니다,1
자체에 대해 설명,1
창문,1
창문 궁금합니다,1
창문 알고 싶습니다,1
창문 궁금해,1
창문 알려줘,1
창문 알려줄래,1
창문 설명해줘,1
창문 설명 부탁드립니다,1
창문 설명,1
창문에 대해 궁금합니다,1
창문에 대해 알고 싶습니다,1
창문에 대해 궁금해,1
창문에 대해 알려줘,1
창문에 대해 알려줄래,1
창문에 대해 설명해줘,1
창문에 대해 설명 부탁드립니다,1
창문에 대해 설명,1
별칭,1
별칭 궁금합니다,1
별칭 알고 싶습니다,1
별칭 궁금해,1
별칭 알려줘,1
별칭 알려줄래,1
별칭 설명해줘,1
별칭 설명 부탁드립니다,1
별칭 설명,1
별칭에 대해 궁금합니다,1
별칭에 대해 알고 싶습니다,1
별칭에 대해 궁금해,1
별칭에 대해 알려줘,1
별칭에 대해 알려줄래,1
별칭에 대해 설명해줘,1
별칭에 대해 설명 부탁드립니다,1
별칭에 대해 설명,1
조작,1
조작 궁금합니다,1
조작 알고 싶습니다,1
조작 궁금해,1
조작 알려줘,1
조작 알려줄래,1
조작 설명해줘,1
조작 설명 부탁드립니다,1
조작 설명,1
조작에 대해 궁금합니다,1
조작에 대해 알고 싶습니다,1
조작에 대해 궁금해,1
조작에 대해 알려줘,1
조작에 대해 알려줄래,1
조작에 대해 설명해줘,1
조작에 대해 설명 부탁드립니다,1
조작에 대해 설명,1
방지,1
방지 궁금합니다,1
방지 알고 싶습니다,1
방지 궁금해,1
방지 알려줘,1
방지 알려줄래,1
방지 설명해줘,1
방지 설명 부탁드립니다,1
방지 설명,1
방지에 대해 궁금합니다,1
방지에 대해 알고 싶습니다,1
방지에 대해 궁금해,1
방지에 대해 알려줘,1
방지에 대해 알려줄래,1
방지에 대해 설명해줘,1
방지에 대해 설명 부탁드립니다,1
방지에 대해 설명,1
모니터링,1
모니터링 궁금합니다,1
모니터링 알고 싶습니다,1
모니터링 궁금해,1
모니터링 알려줘,1
모니터링 알려줄래,1
모니터링 설명해줘,1
모니터링 설명 부탁드립니다,1
모니터링 설명,1
모니터링에 대해 궁금합니다,1
모니터링에 대해 알고 싶습니다,1
모니터링에 대해 궁금해,1
모니터링에 대해 알려줘,1
모니터링에 대해 알려줄래,1
모니터링에 대해 설명해줘,1
모니터링에 대해 설명 부탁드립니다,1
모니터링에 대해 설명,1
뷰로,1
뷰로 궁금합니다,1
뷰로 알고 싶습니다,1
뷰로 궁금해,1
뷰로 알려줘,1
뷰로 알려줄래,1
뷰로 설명해줘,1
뷰로 설명 부탁드립니다,1
뷰로 설명,1
뷰로에 대해 궁금합니다,1
뷰로에 대해 알고 싶습니다,1
뷰로에 대해 궁금해,1
뷰로에 대해 알려줘,1
뷰로에 대해 알려줄래,1
뷰로에 대해 설명해줘,1
뷰로에 대해 설명 부탁드립니다,1
뷰로에 대해 설명,1
분류,1
분류 궁금합니다,1
분류 알고 싶습니다,1
분류 궁금해,1
분류 알려줘,1
분류 알려줄래,1
분류 설명해줘,1
분류 설명 부탁드립니다,1
분류 설명,1
분류에 대해 궁금합니다,1
분류에 대해 알고 싶습니다,1
분류에 대해 궁금해,1
분류에 대해 알려줘,1
분류에 대해 알려줄래,1
분류에 대해 설명해줘,1
분류에 대해 설명 부탁드립니다,1
분류에 대해 설명,1
편의,1
편의 궁금합니다,1
편의 알고 싶습니다,1
편의 궁금해,1
편의 알려줘,1
편의 알려줄래,1
편의 설명해줘,1
편의 설명 부탁드립니다,1
편의 설명,1
편의에 대해 궁금합니다,1
편의에 대해 알고 싶습니다,1
편의에 대해 궁금해,1
편의에 대해 알려줘,1
편의에 대해 알려줄래,1
편의에 대해 설명해줘,1
편의에 대해 설명 부탁드립니다,1
편의에 대해 설명,1
다중,1
다중 궁금합니다,1
다중 알고 싶습니다,1
다중 궁금해,1
다중 알려줘,1
다중 알려줄래,1
다중 설명해줘,1
다중 설명 부탁드립니다,1
다중 설명,1
다중에 대해 궁금합니다,1
다중에 대해 알고 싶습니다,1
다중에 대해 궁금해,1
다중에 대해 알려줘,1
다중에 대해 알려줄래,1
다중에 대해 설명해줘,1
다중에 대해 설명 부탁드립니다,1
다중에 대해 설명,1
불필요,1
불필요 궁금합니다,1
불필요 알고 싶습니다,1
불필요 궁금해,1
불필요 알려줘,1
불필요 알려줄래,1
불필요 설명해줘,1
불필요 설명 부탁드립니다,1
불필요 설명,1
불필요에 대해 궁금합니다,1
불필요에 대해 알고 싶습니다,1
불필요에 대해 궁금해,1
불필요에 대해 알려줘,1
불필요에 대해 알려줄래,1
불필요에 대해 설명해줘,1
불필요에 대해 설명 부탁드립니다,1
불필요에 대해 설명,1
복합,1
복합 궁금합니다,1
복합 알고 싶습니다,1
복합 궁금해,1
복합 알려줘,1
복합 알려줄래,1
복합 설명해줘,1
복합 설명 부탁드립니다,1
복합 설명,1
복합에 대해 궁금합니다,1
복합에 대해 알고 싶습니다,1
복합에 대해 궁금해,1
복합에 대해 알려줘,1
복합에 대해 알려줄래,1
복합에 대해 설명해줘,1
복합에 대해 설명 부탁드립니다,1
복합에 대해 설명,1
View,1
View 궁금합니다,1
View 알고 싶습니다,1
View 궁금해,1
View 알려줘,1
View 알려줄래,1
View 설명해줘,1
View 설명 부탁드립니다,1
View 설명,1
View에 대해 궁금합니다,1
View에 대해 알고 싶습니다,1
View에 대해 궁금해,1
View에 대해 알려줘,1
View에 대해 알려줄래,1
View에 대해 설명해줘,1
View에 대해 설명 부탁드립니다,1
View에 대해 설명,1
제외,1
제외 궁금합니다,1
제외 알고 싶습니다,1
제외 궁금해,1
제외 알려줘,1
제외 알려줄래,1
제외 설명해줘,1
제외 설명 부탁드립니다,1
제외 설명,1
제외에 대해 궁금합니다,1
제외에 대해 알고 싶습니다,1
제외에 대해 궁금해,1
제외에 대해 알려줘,1
제외에 대해 알려줄래,1
제외에 대해 설명해줘,1
제외에 대해 설명 부탁드립니다,1
제외에 대해 설명,1
Join,1
Join 궁금합니다,1
Join 알고 싶습니다,1
Join 궁금해,1
Join 알려줘,1
Join 알려줄래,1
Join 설명해줘,1
Join 설명 부탁드립니다,1
Join 설명,1
Join에 대해 궁금합니다,1
Join에 대해 알고 싶습니다,1
Join에 대해 궁금해,1
Join에 대해 알려줘,1
Join에 대해 알려줄래,1
Join에 대해 설명해줘,1
Join에 대해 설명 부탁드립니다,1
Join에 대해 설명,1
핑,1
핑 궁금합니다,1
핑 알고 싶습니다,1
핑 궁금해,1
핑 알려줘,1
핑 알려줄래,1
핑 설명해줘,1
핑 설명 부탁드립니다,1
핑 설명,1
핑에 대해 궁금합니다,1
핑에 대해 알고 싶습니다,1
핑에 대해 궁금해,1
핑에 대해 알려줘,1
핑에 대해 알려줄래,1
핑에 대해 설명해줘,1
핑에 대해 설명 부탁드립니다,1
핑에 대해 설명,1
이,1
이 궁금합니다,1
이 알고 싶습니다,1
이 궁금해,1
이 알려줘,1
이 알려줄래,1
이 설명해줘,1
이 설명 부탁드립니다,1
이 설명,1
이에 대해 궁금합니다,1
이에 대해 알고 싶습니다,1
이에 대해 궁금해,1
이에 대해 알려줘,1
이에 대해 알려줄래,1
이에 대해 설명해줘,1
이에 대해 설명 부탁드립니다,1
이에 대해 설명,1
CREATE,1
CREATE 궁금합니다,1
CREATE 알고 싶습니다,1
CREATE 궁금해,1
CREATE 알려줘,1
CREATE 알려줄래,1
CREATE 설명해줘,1
CREATE 설명 부탁드립니다,1
CREATE 설명,1
CREATE에 대해 궁금합니다,1
CREATE에 대해 알고 싶습니다,1
CREATE에 대해 궁금해,1
CREATE에 대해 알려줘,1
CREATE에 대해 알려줄래,1
CREATE에 대해 설명해줘,1
CREATE에 대해 설명 부탁드립니다,1
CREATE에 대해 설명,1
VIEW,1
VIEW 궁금합니다,1
VIEW 알고 싶습니다,1
VIEW 궁금해,1
VIEW 알려줘,1
VIEW 알려줄래,1
VIEW 설명해줘,1
VIEW 설명 부탁드립니다,1
VIEW 설명,1
VIEW에 대해 궁금합니다,1
VIEW에 대해 알고 싶습니다,1
VIEW에 대해 궁금해,1
VIEW에 대해 알려줘,1
VIEW에 대해 알려줄래,1
VIEW에 대해 설명해줘,1
VIEW에 대해 설명 부탁드립니다,1
VIEW에 대해 설명,1
서브,1
서브 궁금합니다,1
서브 알고 싶습니다,1
서브 궁금해,1
서브 알려줘,1
서브 알려줄래,1
서브 설명해줘,1
서브 설명 부탁드립니다,1
서브 설명,1
서브에 대해 궁금합니다,1
서브에 대해 알고 싶습니다,1
서브에 대해 궁금해,1
서브에 대해 알려줘,1
서브에 대해 알려줄래,1
서브에 대해 설명해줘,1
서브에 대해 설명 부탁드립니다,1
서브에 대해 설명,1
쿼리,1
쿼리 궁금합니다,1
쿼리 알고 싶습니다,1
쿼리 궁금해,1
쿼리 알려줘,1
쿼리 알려줄래,1
쿼리 설명해줘,1
쿼리 설명 부탁드립니다,1
쿼리 설명,1
쿼리에 대해 궁금합니다,1
쿼리에 대해 알고 싶습니다,1
쿼리에 대해 궁금해,1
쿼리에 대해 알려줘,1
쿼리에 대해 알려줄래,1
쿼리에 대해 설명해줘,1
쿼리에 대해 설명 부탁드립니다,1
쿼리에 대해 설명,1
후,1
후 궁금합니다,1
후 알고 싶습니다,1
후 궁금해,1
후 알려줘,1
후 알려줄래,1
후 설명해줘,1
후 설명 부탁드립니다,1
후 설명,1
후에 대해 궁금합니다,1
후에 대해 알고 싶습니다,1
후에 대해 궁금해,1
후에 대해 알려줘,1
후에 대해 알려줄래,1
후에 대해 설명해줘,1
후에 대해 설명 부탁드립니다,1
후에 대해 설명,1
데이터 사전,1
데이터 사전 궁금합니다,1
데이터 사전 알고 싶습니다,1
데이터 사전 궁금해,1
데이터 사전 알려줘,1
데이터 사전 알려줄래,1
데이터 사전 설명해줘,1
데이터 사전 설명 부탁드립니다,1
데이터 사전 설명,1
데이터 사전에 대해 궁금합니다,1
데이터 사전에 대해 알고 싶습니다,1
데이터 사전에 대해 궁금해,1
데이터 사전에 대해 알려줘,1
데이터 사전에 대해 알려줄래,1
데이터 사전에 대해 설명해줘,1
데이터 사전에 대해 설명 부탁드립니다,1
데이터 사전에 대해 설명,1
USER,1
USER 궁금합니다,1
USER 알고 싶습니다,1
USER 궁금해,1
USER 알려줘,1
USER 알려줄래,1
USER 설명해줘,1
USER 설명 부탁드립니다,1
USER 설명,1
USER에 대해 궁금합니다,1
USER에 대해 알고 싶습니다,1
USER에 대해 궁금해,1
USER에 대해 알려줘,1
USER에 대해 알려줄래,1
USER에 대해 설명해줘,1
USER에 대해 설명 부탁드립니다,1
USER에 대해 설명,1
VIEWS,1
VIEWS 궁금합니다,1
VIEWS 알고 싶습니다,1
VIEWS 궁금해,1
VIEWS 알려줘,1
VIEWS 알려줄래,1
VIEWS 설명해줘,1
VIEWS 설명 부탁드립니다,1
VIEWS 설명,1
VIEWS에 대해 궁금합니다,1
VIEWS에 대해 알고 싶습니다,1
VIEWS에 대해 궁금해,1
VIEWS에 대해 알려줘,1
VIEWS에 대해 알려줄래,1
VIEWS에 대해 설명해줘,1
VIEWS에 대해 설명 부탁드립니다,1
VIEWS에 대해 설명,1
열,1
열 궁금합니다,1
열 알고 싶습니다,1
열 궁금해,1
열 알려줘,1
열 알려줄래,1
열 설명해줘,1
열 설명 부탁드립니다,1
열 설명,1
열에 대해 궁금합니다,1
열에 대해 알고 싶습니다,1
열에 대해 궁금해,1
열에 대해 알려줘,1
열에 대해 알려줄래,1
열에 대해 설명해줘,1
열에 대해 설명 부탁드립니다,1
열에 대해 설명,1
Column,1
Column 궁금합니다,1
Column 알고 싶습니다,1
Column 궁금해,1
Column 알려줘,1
Column 알려줄래,1
Column 설명해줘,1
Column 설명 부탁드립니다,1
Column 설명,1
Column에 대해 궁금합니다,1
Column에 대해 알고 싶습니다,1
Column에 대해 궁금해,1
Column에 대해 알려줘,1
Column에 대해 알려줄래,1
Column에 대해 설명해줘,1
Column에 대해 설명 부탁드립니다,1
Column에 대해 설명,1
옵션,1
옵션 궁금합니다,1
옵션 알고 싶습니다,1
옵션 궁금해,1
옵션 알려줘,1
옵션 알려줄래,1
옵션 설명해줘,1
옵션 설명 부탁드립니다,1
옵션 설명,1
옵션에 대해 궁금합니다,1
옵션에 대해 알고 싶습니다,1
옵션에 대해 궁금해,1
옵션에 대해 알려줘,1
옵션에 대해 알려줄래,1
옵션에 대해 설명해줘,1
옵션에 대해 설명 부탁드립니다,1
옵션에 대해 설명,1
FORCE,1
FORCE 궁금합니다,1
FORCE 알고 싶습니다,1
FORCE 궁금해,1
FORCE 알려줘,1
FORCE 알려줄래,1
FORCE 설명해줘,1
FORCE 설명 부탁드립니다,1
FORCE 설명,1
FORCE에 대해 궁금합니다,1
FORCE에 대해 알고 싶습니다,1
FORCE에 대해 궁금해,1
FORCE에 대해 알려줘,1
FORCE에 대해 알려줄래,1
FORCE에 대해 설명해줘,1
FORCE에 대해 설명 부탁드립니다,1
FORCE에 대해 설명,1
NOFORCE,1
NOFORCE 궁금합니다,1
NOFORCE 알고 싶습니다,1
NOFORCE 궁금해,1
NOFORCE 알려줘,1
NOFORCE 알려줄래,1
NOFORCE 설명해줘,1
NOFORCE 설명 부탁드립니다,1
NOFORCE 설명,1
NOFORCE에 대해 궁금합니다,1
NOFORCE에 대해 알고 싶습니다,1
NOFORCE에 대해 궁금해,1
NOFORCE에 대해 알려줘,1
NOFORCE에 대해 알려줄래,1
NOFORCE에 대해 설명해줘,1
NOFORCE에 대해 설명 부탁드립니다,1
NOFORCE에 대해 설명,1
WITH,1
WITH 궁금합니다,1
WITH 알고 싶습니다,1
WITH 궁금해,1
WITH 알려줘,1
WITH 알려줄래,1
WITH 설명해줘,1
WITH 설명 부탁드립니다,1
WITH 설명,1
WITH에 대해 궁금합니다,1
WITH에 대해 알고 싶습니다,1
WITH에 대해 궁금해,1
WITH에 대해 알려줘,1
WITH에 대해 알려줄래,1
WITH에 대해 설명해줘,1
WITH에 대해 설명 부탁드립니다,1
WITH에 대해 설명,1
CHECK,1
CHECK 궁금합니다,1
CHECK 알고 싶습니다,1
CHECK 궁금해,1
CHECK 알려줘,1
CHECK 알려줄래,1
CHECK 설명해줘,1
CHECK 설명 부탁드립니다,1
CHECK 설명,1
CHECK에 대해 궁금합니다,1
CHECK에 대해 알고 싶습니다,1
CHECK에 대해 궁금해,1
CHECK에 대해 알려줘,1
CHECK에 대해 알려줄래,1
CHECK에 대해 설명해줘,1
CHECK에 대해 설명 부탁드립니다,1
CHECK에 대해 설명,1
OPTION,1
OPTION 궁금합니다,1
OPTION 알고 싶습니다,1
OPTION 궁금해,1
OPTION 알려줘,1
OPTION 알려줄래,1
OPTION 설명해줘,1
OPTION 설명 부탁드립니다,1
OPTION 설명,1
OPTION에 대해 궁금합니다,1
OPTION에 대해 알고 싶습니다,1
OPTION에 대해 궁금해,1
OPTION에 대해 알려줘,1
OPTION에 대해 알려줄래,1
OPTION에 대해 설명해줘,1
OPTION에 대해 설명 부탁드립니다,1
OPTION에 대해 설명,1
READ,1
READ 궁금합니다,1
READ 알고 싶습니다,1
READ 궁금해,1
READ 알려줘,1
READ 알려줄래,1
READ 설명해줘,1
READ 설명 부탁드립니다,1
READ 설명,1
READ에 대해 궁금합니다,1
READ에 대해 알고 싶습니다,1
READ에 대해 궁금해,1
READ에 대해 알려줘,1
READ에 대해 알려줄래,1
READ에 대해 설명해줘,1
READ에 대해 설명 부탁드립니다,1
READ에 대해 설명,1
ONLY,1
ONLY 궁금합니다,1
ONLY 알고 싶습니다,1
ONLY 궁금해,1
ONLY 알려줘,1
ONLY 알려줄래,1
ONLY 설명해줘,1
ONLY 설명 부탁드립니다,1
ONLY 설명,1
ONLY에 대해 궁금합니다,1
ONLY에 대해 알고 싶습니다,1
ONLY에 대해 궁금해,1
ONLY에 대해 알려줘,1
ONLY에 대해 알려줄래,1
ONLY에 대해 설명해줘,1
ONLY에 대해 설명 부탁드립니다,1
ONLY에 대해 설명,1
AS,1
AS 궁금합니다,1
AS 알고 싶습니다,1
AS 궁금해,1
AS 알려줘,1
AS 알려줄래,1
AS 설명해줘,1
AS 설명 부탁드립니다,1
AS 설명,1
AS에 대해 궁금합니다,1
AS에 대해 알고 싶습니다,1
AS에 대해 궁금해,1
AS에 대해 알려줘,1
AS에 대해 알려줄래,1
AS에 대해 설명해줘,1
AS에 대해 설명 부탁드립니다,1
AS에 대해 설명,1
CONSTRAINT,1
CONSTRAINT 궁금합니다,1
CONSTRAINT 알고 싶습니다,1
CONSTRAINT 궁금해,1
CONSTRAINT 알려줘,1
CONSTRAINT 알려줄래,1
CONSTRAINT 설명해줘,1
CONSTRAINT 설명 부탁드립니다,1
CONSTRAINT 설명,1
CONSTRAINT에 대해 궁금합니다,1
CONSTRAINT에 대해 알고 싶습니다,1
CONSTRAINT에 대해 궁금해,1
CONSTRAINT에 대해 알려줘,1
CONSTRAINT에 대해 알려줄래,1
CONSTRAINT에 대해 설명해줘,1
CONSTRAINT에 대해 설명 부탁드립니다,1
CONSTRAINT에 대해 설명,1
직책,1
직책 궁금합니다,1
직책 알고 싶습니다,1
직책 궁금해,1
직책 알려줘,1
직책 알려줄래,1
직책 설명해줘,1
직책 설명 부탁드립니다,1
직책 설명,1
직책에 대해 궁금합니다,1
직책에 대해 알고 싶습니다,1
직책에 대해 궁금해,1
직책에 대해 알려줘,1
직책에 대해 알려줄래,1
직책에 대해 설명해줘,1
직책에 대해 설명 부탁드립니다,1
직책에 대해 설명,1
입사,1
입사 궁금합니다,1
입사 알고 싶습니다,1
입사 궁금해,1
입사 알려줘,1
입사 알려줄래,1
입사 설명해줘,1
입사 설명 부탁드립니다,1
입사 설명,1
입사에 대해 궁금합니다,1
입사에 대해 알고 싶습니다,1
입사에 대해 궁금해,1
입사에 대해 알려줘,1
입사에 대해 알려줄래,1
입사에 대해 설명해줘,1
입사에 대해 설명 부탁드립니다,1
입사에 대해 설명,1
호봉,1
호봉 궁금합니다,1
호봉 알고 싶습니다,1
호봉 궁금해,1
호봉 알려줘,1
호봉 알려줄래,1
호봉 설명해줘,1
호봉 설명 부탁드립니다,1
호봉 설명,1
호봉에 대해 궁금합니다,1
호봉에 대해 알고 싶습니다,1
호봉에 대해 궁금해,1
호봉에 대해 알려줘,1
호봉에 대해 알려줄래,1
호봉에 대해 설명해줘,1
호봉에 대해 설명 부탁드립니다,1
호봉에 대해 설명,1
교육,1
교육 궁금합니다,1
교육 알고 싶습니다,1
교육 궁금해,1
교육 알려줘,1
교육 알려줄래,1
교육 설명해줘,1
교육 설명 부탁드립니다,1
교육 설명,1
교육에 대해 궁금합니다,1
교육에 대해 알고 싶습니다,1
교육에 대해 궁금해,1
교육에 대해 알려줘,1
교육에 대해 알려줄래,1
교육에 대해 설명해줘,1
교육에 대해 설명 부탁드립니다,1
교육에 대해 설명,1
참여,1
참여 궁금합니다,1
참여 알고 싶습니다,1
참여 궁금해,1
참여 알려줘,1
참여 알려줄래,1
참여 설명해줘,1
참여 설명 부탁드립니다,1
참여 설명,1
참여에 대해 궁금합니다,1
참여에 대해 알고 싶습니다,1
참여에 대해 궁금해,1
참여에 대해 알려줘,1
참여에 대해 알려줄래,1
참여에 대해 설명해줘,1
참여에 대해 설명 부탁드립니다,1
참여에 대해 설명,1
상사,1
상사 궁금합니다,1
상사 알고 싶습니다,1
상사 궁금해,1
상사 알려줘,1
상사 알려줄래,1
상사 설명해줘,1
상사 설명 부탁드립니다,1
상사 설명,1
상사에 대해 궁금합니다,1
상사에 대해 알고 싶습니다,1
상사에 대해 궁금해,1
상사에 대해 알려줘,1
상사에 대해 알려줄래,1
상사에 대해 설명해줘,1
상사에 대해 설명 부탁드립니다,1
상사에 대해 설명,1
평가,1
평가 궁금합니다,1
평가 알고 싶습니다,1
평가 궁금해,1
평가 알려줘,1
평가 알려줄래,1
평가 설명해줘,1
평가 설명 부탁드립니다,1
평가 설명,1
평가에 대해 궁금합니다,1
평가에 대해 알고 싶습니다,1
평가에 대해 궁금해,1
평가에 대해 알려줘,1
평가에 대해 알려줄래,1
평가에 대해 설명해줘,1
평가에 대해 설명 부탁드립니다,1
평가에 대해 설명,1
동료평가,1
동료평가 궁금합니다,1
동료평가 알고 싶습니다,1
동료평가 궁금해,1
동료평가 알려줘,1
동료평가 알려줄래,1
동료평가 설명해줘,1
동료평가 설명 부탁드립니다,1
동료평가 설명,1
동료평가에 대해 궁금합니다,1
동료평가에 대해 알고 싶습니다,1
동료평가에 대해 궁금해,1
동료평가에 대해 알려줘,1
동료평가에 대해 알려줄래,1
동료평가에 대해 설명해줘,1
동료평가에 대해 설명 부탁드립니다,1
